# Pathway	CSM9X23N_Abundance	HSM6XRQY_Abundance	HSM7J4NY_Abundance	HSMA33KE_Abundance	HSMA33OT_Abundance	MSM6J2QD_Abundance
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_fragilis_CAG_47	0	0.000407094	0	0.000190229	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_ovatus	8.62432e-05	0.000476935	0	0.000263218	3.50346e-05	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_stercoris	0	0.0049815	0	0	0.000826316	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.000586839	0.000320426	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_uniformis	0.00180002	0	0	0.000420437	0.000222639	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.00180841	0	0	0.000498456	0.000179859	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_vulgatus	0.00139695	0.00189497	0	0.000939003	0.000469243	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	0.00109112	0.00134775	0	0.000746351	0.000369268	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_xylanisolvens	9.26343e-06	0	0	0.000443146	2.69149e-05	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Blautia.s__Ruminococcus_gnavus	0	4.60985e-05	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Blautia.s__Ruminococcus_torques	0	8.36436e-05	0	0.000830693	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Dorea.s__Dorea_formicigenerans	0	0	0	2.61699e-05	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Dorea.s__Dorea_formicigenerans_CAG_28	0	0	0	2.07551e-05	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Dorea.s__Dorea_longicatena_CAG_42	0	0	0	6.58402e-05	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Eubacterium.s__Eubacterium_hallii	0	0	0	7.04743e-05	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	0.000124585	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.000419489	0	0	5.49095e-05	0.000179807	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	0	0	0	0.000136619	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Flavonifractor.s__Flavonifractor_plautii	5.4336e-05	0.000118733	0	0.000191019	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0.00018662	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	6.03422e-05	6.01091e-05	0	0.000189602	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Parabacteroides.s__Parabacteroides_distasonis	0.000599215	0	0	0.000154006	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Parabacteroides.s__Parabacteroides_merdae	0	0.000667331	0	0.000206969	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	3.55584e-05	5.55645e-05	0	0.000164198	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Roseburia.s__Roseburia_faecis	0.000147317	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|unclassified	0.000528827	0.000162603	0	0.000969859	0.00103792	0.00463205
COA-PWY: coenzyme A biosynthesis I	0.00965956	0.0101739	0	0.00745792	0.00647873	0.0148781
COA-PWY: coenzyme A biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0.000136243	0	0
COA-PWY: coenzyme A biosynthesis I|g__Alistipes.s__Alistipes_putredinis	0	0	0	0	0.00011616	0
COA-PWY: coenzyme A biosynthesis I|g__Alistipes.s__Alistipes_putredinis_CAG_67	0	0	0	0	0.000152487	0
COA-PWY: coenzyme A biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0.00011021	0	0
COA-PWY: coenzyme A biosynthesis I|g__Anaerotignum.s__Anaerotignum_lactatifermentans	0	0	0	0.000140787	0	0
COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_caccae	0.000258521	0	0	0.000212821	6.3652e-05	0
COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_dorei	0.000275939	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_eggerthii	0.00101817	0	0	0	0.000186991	0
COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0.000103944	0	0
COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_finegoldii	0.000357043	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis	0.000142444	0.000850388	0	0.000269324	0	0
COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis_CAG_47	0	0.000421429	0	0.000190229	0	0
COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	8.15983e-05	0.000404644	0	0.00026171	2.55807e-05	0
COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_stercoris	0	0.00375854	0	0	0.00117184	0
COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.000586839	0.000348196	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	0.00186598	0	0	0.000449226	0.000405161	0
COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.00135355	0	0	0.000401646	0.000188391	0
COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.00148218	0.00189497	0	0.000939003	0.000845473	0
COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	0.000903622	0.00129168	0	0.000638123	0.000476583	0
COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	6.29693e-06	0	0	0.000369957	0.000123737	0
COA-PWY: coenzyme A biosynthesis I|g__Blautia.s__Ruminococcus_torques	0	7.52186e-05	0	0.000713478	0	0
COA-PWY: coenzyme A biosynthesis I|g__Dorea.s__Dorea_formicigenerans	0	0	0	2.25771e-05	0	0
COA-PWY: coenzyme A biosynthesis I|g__Dorea.s__Dorea_formicigenerans_CAG_28	0	0	0	2.83839e-05	0	0
COA-PWY: coenzyme A biosynthesis I|g__Dorea.s__Dorea_longicatena	0	0	0	3.94015e-05	0	0
COA-PWY: coenzyme A biosynthesis I|g__Dorea.s__Dorea_longicatena_CAG_42	0	0	0	5.352e-05	0	0
COA-PWY: coenzyme A biosynthesis I|g__Eubacterium.s__Eubacterium_hallii	0	0	0	5.90473e-05	0	0
COA-PWY: coenzyme A biosynthesis I|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	0.000107749	0	0
COA-PWY: coenzyme A biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.000331491	0	0	3.61858e-05	0	0
COA-PWY: coenzyme A biosynthesis I|g__Flavonifractor.s__Flavonifractor_plautii	3.68176e-05	0.000100681	0	0.000163896	0	0
COA-PWY: coenzyme A biosynthesis I|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0.000155906	0	0
COA-PWY: coenzyme A biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	6.03422e-05	5.33781e-05	0	0.000244126	0	0
COA-PWY: coenzyme A biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	0.000396141	0	0	9.04164e-05	0	0
COA-PWY: coenzyme A biosynthesis I|g__Parabacteroides.s__Parabacteroides_merdae	0	0.000591141	0	0.000187748	0	0
COA-PWY: coenzyme A biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	4.12691e-05	5.69772e-05	0	0.000118959	0	0
COA-PWY: coenzyme A biosynthesis I|g__Roseburia.s__Roseburia_faecis	0.000127473	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|unclassified	0.000447381	0.000162603	0	0.000843102	0.00112018	0.00443628
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	0.00474004	0.00127882	0	0.00416334	0.00192319	0
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis	0.00106932	0	0	0.000349734	0	0
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.00132397	0	0	0.000374012	0	0
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Ruminococcus_torques	0	0	0	0.000615489	0	0
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Dorea.s__Dorea_longicatena	0	0	0	1.94826e-05	0	0
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Dorea.s__Dorea_longicatena_CAG_42	0	0	0	2.22585e-05	0	0
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Eubacterium.s__Eubacterium_hallii	0	0	0	2.72163e-05	0	0
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Eubacterium.s__Eubacterium_hallii_CAG_12	0	0	0	0.00015164	0	0
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.000295463	6.40053e-05	0	0	0.000335862	0
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Flavonifractor.s__Flavonifractor_plautii	0	0	0	0.000130548	0	0
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified	0	0	0	0.000215325	0.000190812	0
COLANSYN-PWY: colanic acid building blocks biosynthesis	0.000641831	0.000345526	0	0.00186423	0.00283552	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	0.00750375	0.00593858	0	0.00843998	0.0048849	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0.000232593	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Blautia.s__Ruminococcus_torques	0	6.53245e-05	0	0.00100914	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Eubacterium.s__Eubacterium_hallii	0	0	0	0.000121453	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Eubacterium.s__Eubacterium_hallii_CAG_12	0	0	0	0.000109548	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0.00025011	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	7.65183e-05	0	0.000247083	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	0.000381772	0	0	0.000139794	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae	0	0.000724161	0	0.000253591	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Roseburia.s__Roseburia_faecis	0.000134116	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	0.000392919	0	0	0.000907131	0.00107846	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I	0	0	0	0.0012462	0.000604211	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	0	0	0	0.000260245	0.000338336	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	0.00592923	0.00321968	0	0.00691996	0.00690173	0.00741338
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|unclassified	0	0	0	0.000328937	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.0169442	0.0170317	0	0.017295	0.0101488	0.0265775
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0.000213867	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Alistipes.s__Alistipes_putredinis	0	0	0	0	0.000385506	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Alistipes.s__Alistipes_putredinis_CAG_67	0	0	0	0	3.1625e-05	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0.000187197	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bacteroides.s__Bacteroides_caccae	0.000438903	0	0	0.000745668	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bacteroides.s__Bacteroides_dorei	0.000616947	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bacteroides.s__Bacteroides_eggerthii	0.00106491	0	0	0	0.000110175	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0.000313211	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bacteroides.s__Bacteroides_finegoldii	0.000584553	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis	0.000611061	0.00250078	0	0.00113293	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis_CAG_47	0	0.0013351	0	0.000522087	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0.000173301	0.00199614	0	0.00134745	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bacteroides.s__Bacteroides_stercoris	0	0.00408912	0	0	0.000711421	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.00216482	0.000711615	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	0.00267867	0	0	0.00058847	0.000382757	0.00882488
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.00206821	0	0	0.00048911	0.000373421	0.00414972
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.00169376	0.00280028	0	0.00205465	0.0012731	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	0.000988827	0.00187642	0	0.00189574	0.00155911	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0.000493901	0	0	0.000611728	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Blautia.s__Blautia_wexlerae	7.55544e-06	0	0	0.000283251	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Blautia.s__Ruminococcus_torques	0	7.45231e-05	0	0.00085766	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Coprococcus.s__Coprococcus_comes	4.84441e-06	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Dorea.s__Dorea_formicigenerans	0	0	0	1.42779e-05	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Dorea.s__Dorea_formicigenerans_CAG_28	0	0	0	3.35945e-05	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Dorea.s__Dorea_longicatena	0	0	0	0.000120377	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Dorea.s__Dorea_longicatena_CAG_42	0	0	0	3.74518e-05	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Eubacterium.s__Eubacterium_hallii	0	0	0	0.000110124	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Eubacterium.s__Eubacterium_hallii_CAG_12	0	0	0	0.000215008	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.000758017	0	0	8.6304e-05	0.000578461	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	4.38609e-05	0	0	0.000539469	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	4.14034e-05	0.000120321	0	0.000300812	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	0.000489305	0	0	9.04399e-05	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Parabacteroides.s__Parabacteroides_merdae	0	0.000703045	0	0.000221608	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0.000131537	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Roseburia.s__Roseburia_faecis	0.000167514	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Roseburia.s__Roseburia_inulinivorans	4.13806e-05	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Roseburia.s__Roseburia_sp_CAG_471	0	0	0	0.000209375	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	0	0	0	4.13394e-05	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|unclassified	0.000806509	0.000657884	0	0.00236184	0.00198635	0
FAO-PWY: fatty acid &beta;-oxidation I	0.000281531	0.000467281	0	0.00051982	0.00110461	0
FAO-PWY: fatty acid &beta;-oxidation I|unclassified	0	5.71405e-05	0	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated	0.00264191	0.0038756	0	0.00155683	0.00194269	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|unclassified	0	0	0	0	0.000995626	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	0.00188092	0.0028768	0	0.00106409	0.00129704	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Bacteroides.s__Bacteroides_vulgatus	0.0011796	0.00184908	0	0.00081679	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|unclassified	0	0	0	0	0.000882553	0
FERMENTATION-PWY: mixed acid fermentation	0	0.000290784	0	0	0.000763126	0
FERMENTATION-PWY: mixed acid fermentation|unclassified	0	9.42308e-05	0	0	0.000683999	0
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	0	0	0	0.00148254	0	0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	0.000745293	0.000874921	0	0.0018743	0	0
FUCCAT-PWY: fucose degradation	0.00036838	0.000448524	0	0.00117472	0	0
FUCCAT-PWY: fucose degradation|g__Blautia.s__Ruminococcus_torques	0	0	0	0.00021304	0	0
FUCCAT-PWY: fucose degradation|unclassified	0.000111998	0	0	0.00018913	0	0
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	0.000766983	0.00226923	0	0.00135468	0.00115225	0
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified	0	6.81127e-05	0	0.00034993	0.000170901	0
GALACTARDEG-PWY: D-galactarate degradation I	0.000330563	0.000347899	0	0.000390435	0	0
GALACTARDEG-PWY: D-galactarate degradation I|g__Flavonifractor.s__Flavonifractor_plautii	4.68913e-05	7.9879e-05	0	0.000181868	0	0
GALACTUROCAT-PWY: D-galacturonate degradation I	0.000496251	0.00194071	0	0.000925304	0.0019007	0
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.000369667	0.000125388	0	8.81541e-05	0	0
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	0	6.00531e-05	0	0.000318128	0.00039479	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	0.000839517	0.000585074	0	0.00163295	0.00275532	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.000172479	0	0	0	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	0	6.50872e-05	0	8.21263e-05	0	0
GLUCARDEG-PWY: D-glucarate degradation I	5.66366e-05	0.000113857	0	0.000301532	0	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	0.000330563	0.000347899	0	0.000390435	0	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Flavonifractor.s__Flavonifractor_plautii	4.68913e-05	7.9879e-05	0	0.000181868	0	0
GLUCONEO-PWY: gluconeogenesis I	0.003155	0.00479735	0	0.00366956	0.012667	0
GLUCONEO-PWY: gluconeogenesis I|g__Bacteroides.s__Bacteroides_fragilis	0	4.1065e-05	0	0	0	0
GLUCONEO-PWY: gluconeogenesis I|g__Bacteroides.s__Bacteroides_fragilis_CAG_47	0	0.00039113	0	0.000136886	0	0
GLUCONEO-PWY: gluconeogenesis I|unclassified	0	0.000100123	0	0.000274987	0.00250646	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	9.28267e-05	9.64452e-05	0	0	0	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|unclassified	4.8412e-05	5.16793e-05	0	0	0	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	0.00143801	0.00234222	0	0.00152273	0.000915739	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|g__Bacteroides.s__Bacteroides_fragilis	3.38952e-05	0.000403463	0	0.000237792	0	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.000324382	9.84785e-05	0	0	0	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|unclassified	0	7.22805e-05	0	0.000327039	0.000129495	0
GLUDEG-I-PWY: GABA shunt	0	5.62484e-05	0	0	0.000113663	0
GLUDEG-I-PWY: GABA shunt|unclassified	0	0	0	0	5.88301e-05	0
GLUTORN-PWY: L-ornithine biosynthesis	0.00278123	0.000700884	0	0.00531133	0.00112885	0.00552569
GLUTORN-PWY: L-ornithine biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0.000134562	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Anaerotignum.s__Anaerotignum_lactatifermentans	0	0	0	0.000124995	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Blautia.s__Ruminococcus_torques	0	9.78734e-05	0	0.00100291	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Dorea.s__Dorea_formicigenerans	0	0	0	4.0398e-05	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Dorea.s__Dorea_formicigenerans_CAG_28	0	0	0	1.7519e-05	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Eubacterium.s__Eubacterium_hallii	0	0	0	0.000139075	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Eubacterium.s__Eubacterium_hallii_CAG_12	0	0	0	0.000132453	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	0.00010395	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.000452271	0	0	6.48265e-05	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Flavonifractor.s__Flavonifractor_plautii	0	0	0	0.000108369	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0.000230226	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	3.42668e-05	0	0.000178913	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	5.53307e-05	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0	0	0	0.000165885	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Roseburia.s__Roseburia_faecis	0.000155655	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Roseburia.s__Roseburia_sp_CAG_471	0	0	0	0.000116796	0	0
GLUTORN-PWY: L-ornithine biosynthesis|unclassified	0.000634039	8.78438e-05	0	0.000988544	0.000401535	0
GLYCOCAT-PWY: glycogen degradation I (bacterial)	0	0.000191914	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	0.00348527	0.00262806	0	0.00666137	0.00584958	0.0115807
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0.000312541	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0.000204358	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.000544097	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_wexlerae	0	0	0	5.18194e-05	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Ruminococcus_torques	0	4.6305e-05	0	0.000830706	0	0
